molregno	level5	level1_description	level2_description	level3_description	level4_description
1592376	L01XX56	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
277493	M01AH07	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Coxibs
74669	C10AX05	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Other lipid modifying agents
53624	N06BX07	NERVOUS SYSTEM	PSYCHOANALEPTICS	PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS	Other psychostimulants and nootropics
1078605	N02BE54	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Anilides
2045	C03AA03	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, plain
1369665	V09CA01	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	RENAL SYSTEM	Technetium (99mTc) compounds
1037646	M01AE15	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Propionic acid derivatives
1378274	A06AB09	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Contact laxatives
21523	R03DC01	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	Leukotriene receptor antagonists
503213	C02AA01	CARDIOVASCULAR SYSTEM	ANTIHYPERTENSIVES	ANTIADRENERGIC AGENTS, CENTRALLY ACTING	Rauwolfia alkaloids
22393	V04CD06	VARIOUS	DIAGNOSTIC AGENTS	OTHER DIAGNOSTIC AGENTS	Tests for pituitary function
459125	A03AX12	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	Other drugs for functional gastrointestinal disorders
746768	P03AC53	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES	Pyrethrines, incl. synthetic compounds
675473	S01XA14	SENSORY ORGANS	OPHTHALMOLOGICALS	OTHER OPHTHALMOLOGICALS	Other ophthalmologicals
67010	M01AH03	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Coxibs
77474	M04AB01	MUSCULO-SKELETAL SYSTEM	ANTIGOUT PREPARATIONS	ANTIGOUT PREPARATIONS	Preparations increasing uric acid excretion
581819	R03DA01	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	Xanthines
575670	A16AX03	ALIMENTARY TRACT AND METABOLISM	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	Various alimentary tract and metabolism products
1380683	J06AA01	ANTIINFECTIVES FOR SYSTEMIC USE	IMMUNE SERA AND IMMUNOGLOBULINS	IMMUNE SERA	Immune sera
53686	L01AX03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Other alkylating agents
454298	A02BX01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
255378	C07AB13	CARDIOVASCULAR SYSTEM	BETA BLOCKING AGENTS	BETA BLOCKING AGENTS	Beta blocking agents, selective
675572	C10AC04	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Bile acid sequestrants
866306	N06AA08	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Non-selective monoamine reuptake inhibitors
1121853	S01LA05	SENSORY ORGANS	OPHTHALMOLOGICALS	OCULAR VASCULAR DISORDER AGENTS	Antineovascularisation agents
1038389	R01AC02	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Antiallergic agents, excl. corticosteroids
674337	D07AC18	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, potent (group III)
674588	R01AD03	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Corticosteroids
1380590	L01XX36	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
1078542	D07AC14	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, potent (group III)
675199	M03AC11	MUSCULO-SKELETAL SYSTEM	MUSCLE RELAXANTS	MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS	Other quaternary ammonium compounds
1377728	R06AX03	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
1148	D06BA03	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	CHEMOTHERAPEUTICS FOR TOPICAL USE	Sulfonamides
674489	H02AB01	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	CORTICOSTEROIDS FOR SYSTEMIC USE	CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN	Glucocorticoids
633554	P01AX08	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES	Other agents against amoebiasis and other protozoal diseases
1377797	M03BX07	MUSCULO-SKELETAL SYSTEM	MUSCLE RELAXANTS	MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS	Other centrally acting agents
1381082	J07BL01	ANTIINFECTIVES FOR SYSTEMIC USE	VACCINES	VIRAL VACCINES	Yellow fever vaccines
2096432	D08AK04	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Mercurial products
2096440	N02AC01	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Diphenylpropylamine derivatives
1380123	A16AA07	ALIMENTARY TRACT AND METABOLISM	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	Amino acids and derivatives
364859	C02DA01	CARDIOVASCULAR SYSTEM	ANTIHYPERTENSIVES	ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON	Thiazide derivatives
675360	M03AX01	MUSCULO-SKELETAL SYSTEM	MUSCLE RELAXANTS	MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS	Other muscle relaxants, peripherally acting agents
14263	N06AX18	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Other antidepressants
9333	N06DA01	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTI-DEMENTIA DRUGS	Anticholinesterases
1379853	C01DA13	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	VASODILATORS USED IN CARDIAC DISEASES	Organic nitrates
365281	A01AC02	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Corticosteroids for local oral treatment
304398	A16AX11	ALIMENTARY TRACT AND METABOLISM	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	Various alimentary tract and metabolism products
63949	V03AB26	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Antidotes
698632	J01BA02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	AMPHENICOLS	Amphenicols
675307	G02AB01	GENITO URINARY SYSTEM AND SEX HORMONES	OTHER GYNECOLOGICALS	UTEROTONICS	Ergot alkaloids
561038	L01AD05	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Nitrosoureas
27370	A01AC54	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Corticosteroids for local oral treatment
1380824	A06AB06	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Contact laxatives
20496	M01AC56	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Oxicams
94091	R01BA51	RESPIRATORY SYSTEM	NASAL PREPARATIONS	NASAL DECONGESTANTS FOR SYSTEMIC USE	Sympathomimetics
619	C03BA11	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, EXCL. THIAZIDES	Sulfonamides, plain
172066	C05BB01	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	ANTIVARICOSE THERAPY	Sclerosing agents for local injection
16088	A08AX01	ALIMENTARY TRACT AND METABOLISM	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	Other antiobesity drugs
65539	R06AX07	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
1449133	V08CA09	VARIOUS	CONTRAST MEDIA	MAGNETIC RESONANCE IMAGING CONTRAST MEDIA	Paramagnetic contrast media
467361	L01BB04	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Purine analogues
675067	J01CA18	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Penicillins with extended spectrum
13928	D10AD04	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Retinoids for topical use in acne
1377457	N04AA10	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	ANTICHOLINERGIC AGENTS	Tertiary amines
1926758	A11CC06	ALIMENTARY TRACT AND METABOLISM	VITAMINS	VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO	Vitamin D and analogues
61680	J01DF01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Monobactams
1540514	L03AX19	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Other immunostimulants
875063	P03BX06	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	INSECTICIDES AND REPELLENTS	Other insecticides and repellents
674860	D07XA02	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, weak, other combinations
1037646	G02CC04	GENITO URINARY SYSTEM AND SEX HORMONES	OTHER GYNECOLOGICALS	OTHER GYNECOLOGICALS	Antiinflammatory products for vaginal administration
67617	J04AK02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOBACTERIALS	DRUGS FOR TREATMENT OF TUBERCULOSIS	Other drugs for treatment of tuberculosis
15990	C10AX01	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Other lipid modifying agents
1381155	V03AN05	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Medical gases
13456	D08AE03	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Phenol and derivatives
182546	H02AB06	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	CORTICOSTEROIDS FOR SYSTEMIC USE	CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN	Glucocorticoids
439720	D07XA01	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, weak, other combinations
674967	J01DD13	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
1378497	N05BX03	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Other anxiolytics
1381454	R02AB03	RESPIRATORY SYSTEM	THROAT PREPARATIONS	THROAT PREPARATIONS	Antibiotics
419542	C05AA11	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	Corticosteroids
2039186	N04AB01	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	ANTICHOLINERGIC AGENTS	Ethers chemically close to antihistamines
1248690	G03AC07	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE	Progestogens
93858	J05AC02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Cyclic amines
1310878	S01BA12	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Corticosteroids, plain
65590	N02AD02	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Benzomorphan derivatives
7736	A03FA01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	PROPULSIVES	Propulsives
242993	C07AB11	CARDIOVASCULAR SYSTEM	BETA BLOCKING AGENTS	BETA BLOCKING AGENTS	Beta blocking agents, selective
892	N07AB01	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	PARASYMPATHOMIMETICS	Choline esters
2166	N05CA19	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Barbiturates, plain
30180	B05CX04	BLOOD AND BLOOD FORMING ORGANS	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	IRRIGATING SOLUTIONS	Other irrigating solutions
674630	B05XA12	BLOOD AND BLOOD FORMING ORGANS	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	I.V. SOLUTION ADDITIVES	Electrolyte solutions
563451	V03AB17	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Antidotes
42520	R01AB07	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Sympathomimetics, combinations excl. corticosteroids
1376861	R05DB14	RESPIRATORY SYSTEM	COUGH AND COLD PREPARATIONS	COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS	Other cough suppressants
496769	D06AX13	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Other antibiotics for topical use
1333	N05AL01	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Benzamides
674713	R01AD06	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Corticosteroids
27152	R01AD06	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Corticosteroids
102073	D02AE51	DERMATOLOGICALS	EMOLLIENTS AND PROTECTIVES	EMOLLIENTS AND PROTECTIVES	Carbamide products
24522	L01BC53	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Pyrimidine analogues
674713	S01CB04	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION	Corticosteroids/antiinfectives/mydriatics in combination
2367	N01AF02	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, GENERAL	Barbiturates, plain
696929	N01AX63	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, GENERAL	Other general anesthetics
6167	N02AA79	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Natural opium alkaloids
674741	N05CE02	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Piperidinedione derivatives
2366	N05CA02	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Barbiturates, plain
2407	N05CA05	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Barbiturates, plain
1152054	G01AF14	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Imidazole derivatives
1377888	G03DC01	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	PROGESTOGENS	Estren derivatives
955018	N05AD03	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Butyrophenone derivatives
675594	A10AB03	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	INSULINS AND ANALOGUES	Insulins and analogues for injection, fast-acting
26732	S01EB58	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Parasympathomimetics
70239	S01AX04	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Other antiinfectives
2096385	N02AA10	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Natural opium alkaloids
2096377	V08CA02	VARIOUS	CONTRAST MEDIA	MAGNETIC RESONANCE IMAGING CONTRAST MEDIA	Paramagnetic contrast media
1425665	A07DA06	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	ANTIPROPULSIVES	Antipropulsives
1215321	C04AX27	CARDIOVASCULAR SYSTEM	PERIPHERAL VASODILATORS	PERIPHERAL VASODILATORS	Other peripheral vasodilators
428791	C03BA02	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, EXCL. THIAZIDES	Sulfonamides, plain
365281	S03BA01	SENSORY ORGANS	OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS	CORTICOSTEROIDS	Corticosteroids
675408	V09XA03	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	OTHER DIAGNOSTIC RADIOPHARMACEUTICALS	Iodine (131I) compounds
453486	L01AG01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Epoxides
53623	N06BX03	NERVOUS SYSTEM	PSYCHOANALEPTICS	PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS	Other psychostimulants and nootropics
438435	L02BX03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Other hormone antagonists and related agents
1383552	C01BG11	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Other antiarrhythmics, class I and III
1380451	G03GA09	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	GONADOTROPINS AND OTHER OVULATION STIMULANTS	Gonadotropins
1381387	J07AF01	ANTIINFECTIVES FOR SYSTEMIC USE	VACCINES	BACTERIAL VACCINES	Diphtheria vaccines
152751	N05AD08	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Butyrophenone derivatives
954312	R01AD53	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Corticosteroids
2197547	S01BC02	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Antiinflammatory agents, non-steroids
2166	N01AF03	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, GENERAL	Barbiturates, plain
1376386	N05CC02	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Aldehydes and derivatives
674297	V08CA03	VARIOUS	CONTRAST MEDIA	MAGNETIC RESONANCE IMAGING CONTRAST MEDIA	Paramagnetic contrast media
674284	V09BA03	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	SKELETON	Technetium (99mTc) compounds
29569	P02CB02	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTHELMINTICS	ANTINEMATODAL AGENTS	Piperazine and derivatives
484020	N02CA04	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Ergot alkaloids
1380488	B01AC15	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
674714	V09CX02	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	RENAL SYSTEM	Other renal system diagnostic radiopharmaceuticals
138562	C10AA01	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	HMG CoA reductase inhibitors
9495	C10AA02	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	HMG CoA reductase inhibitors
185238	A12CE02	ALIMENTARY TRACT AND METABOLISM	MINERAL SUPPLEMENTS	OTHER MINERAL SUPPLEMENTS	Selenium
674486	V09GX01	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	CARDIOVASCULAR SYSTEM	Other cardiovascular system diagnostic radiopharmaceuticals
1377728	D04AA03	DERMATOLOGICALS	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	Antihistamines for topical use
259959	G01AG02	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Triazole derivatives
1377561	G03AC04	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE	Progestogens
178545	R05CA02	RESPIRATORY SYSTEM	COUGH AND COLD PREPARATIONS	EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS	Expectorants
624125	L01XD03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Sensitizers used in photodynamic/radiation therapy
1377769	J01ED06	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	SULFONAMIDES AND TRIMETHOPRIM	Long-acting sulfonamides
1383249	N05BB02	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Diphenylmethane derivatives
674873	N05BC04	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Carbamates
35271	R01AX06	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Other nasal preparations
674615	B05XA15	BLOOD AND BLOOD FORMING ORGANS	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	I.V. SOLUTION ADDITIVES	Electrolyte solutions
1121953	L01XC14	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
297372	J05AB11	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleosides and nucleotides excl. reverse transcriptase inhibitors
148004	N05AC03	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Phenothiazines with piperidine structure
2216	N01AF01	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, GENERAL	Barbiturates, plain
4193	D05BB01	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR SYSTEMIC USE	Retinoids for treatment of psoriasis
418484	G04BD02	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs for urinary frequency and incontinence
321707	J05AF06	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleoside and nucleotide reverse transcriptase inhibitors
26590	P02CA02	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTHELMINTICS	ANTINEMATODAL AGENTS	Benzimidazole derivatives
661796	A04AD51	ALIMENTARY TRACT AND METABOLISM	ANTIEMETICS AND ANTINAUSEANTS	ANTIEMETICS AND ANTINAUSEANTS	Other antiemetics
26386	J01DH02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Carbapenems
1051353	N03AX12	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Other antiepileptics
1248743	J01DC13	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Second-generation cephalosporins
704780	A07AA12	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFECTIVES	Antibiotics
421059	C05AA08	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	Corticosteroids
1380517	B01AB01	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Heparin group
1040969	S01FA05	SENSORY ORGANS	OPHTHALMOLOGICALS	MYDRIATICS AND CYCLOPLEGICS	Anticholinergics
674680	S02AA01	SENSORY ORGANS	OTOLOGICALS	ANTIINFECTIVES	Antiinfectives
