Original drug name	Original synonyms	Fu	PMID	inchi_key	SMILES
Tubocurarine		0.58	PMID30115648	JFJZZMVDLULRGK-URLMMPGGSA-O	COc1cc2CC[N+](C)(C)[C@@H]3Cc4ccc(O)c(Oc5cc6[C@H](Cc7ccc(Oc(c1O)c23)cc7)N(C)CCc6cc5OC)c4
TZP 101		0.01	PMID30115648	WGYPAJVJMXQXTR-ABNZCKJZSA-N	[H]N1CCCc2ccccc2O[C@H](C)CN([H])[C@@H](C2CC2)C(N(C)[C@H](C)C(N([H])[C@H](Cc2ccc(cc2)F)C1=O)=O)=O
UK-240,455		0.13	PMID30115648	BGJHUMNCODFLCH-UHFFFAOYSA-N	CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2NC(=O)C(=O)Nc12
Umeclidinium		0.11	PMID30115648	FVTWTVQXNAJTQP-UHFFFAOYSA-N	c1ccc(cc1)COCC[N+]23CCC(CC2)(CC3)C(c4ccccc4)(c5ccccc5)O
Vaborbactam		0.67	PMID30115648	IOOWNWLVCOUUEX-WPRPVWTQSA-N	B1([C@H](CC[C@H](O1)CC(=O)O)NC(=O)Cc2cccs2)O
Valbenazine		0.01	PMID30115648	GEJDGVNQKABXKG-CFKGEZKQSA-N	CC(C)C[C@@H]1CN2CCc3cc(c(cc3[C@H]2C[C@H]1OC(=O)[C@H](C(C)C)N)OC)OC
Valdecoxib		0.02	PMID30115648	LNPDTQAFDNKSHK-UHFFFAOYSA-N	o1nc(c(c1C)c1ccc(cc1)S(=O)(=O)N)c1ccccc1
Valproic Acid		0.08	PMID30115648	NIJJYAXOARWZEE-UHFFFAOYSA-N	CCCC(CCC)C(=O)O
Valsartan		0.04	PMID30115648	ACWBQPMHZXGDFX-QFIPXVFZSA-N	CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O
Valspodar		0.0219999999999999	PMID30115648	YJDYDFNKCBANTM-BCJSPELNSA-N	C\C=C\C[C@@H](C)C(=O)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](NC1=O)C(C)C)C(C)C
Vancomycin		0.7	PMID30115648	MYPYJXKWCTUITO-LYRMYLQWSA-N	CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@H](NC6=O)C(=O)O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2
Vardenafil		0.05	PMID30115648	SECKRCOLJRRGGV-UHFFFAOYSA-N	CCCc1nc(C)c2C(=O)NC(=Nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4
Vecuronium Bromide		0.25	PMID30115648	BGSZAXLLHYERSY-XQIGCQGXSA-N	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6
Venlafaxine		0.73	PMID30115648	PNVNVHUZROJLTJ-UHFFFAOYSA-N	COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2
Verapamil		0.0929999999999999	PMID30115648	SGTNSNPWRIOYBX-UHFFFAOYSA-N	COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC
Verlukast		0.0004	PMID30115648	AXUZQJFHDNNPFG-LHAVAQOQSA-N	CN(C)C(=O)CCS[C@H](SCCC(=O)O)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1
Vilanterol		0.06	PMID30115648	DAFYYTQWSAWIGS-DEOSSOPVSA-N	c1cc(c(c(c1)Cl)COCCOCCCCCCNC[C@@H](c2ccc(c(c2)CO)O)O)Cl
Vilazodone		0.03	PMID30115648	SGEGOXDYSFKCPT-UHFFFAOYSA-N	"C1CN(CCN1CCCCc1c[nH]c2c1cc(cc2)C#N)c1cc2c(cc1)oc(c2)C(=O)N	"
Vildagliptin		0.885123618150588	PMID30115648	SYOKIDBDQMKNDQ-AUPQCFOMSA-N	[H]N(CC(N1CCC[C@@H]1C#N)=O)C12C[C@@H]3C[C@H](C1)CC(C3)(C2)O[H]
Vinblastine		0.14	PMID30115648	JXLYSJRDGCGARV-CFWMRBGOSA-N	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1
Vincristine		0.4	PMID30115648	OGWKCGZFUXNPDA-CFWMRBGOSA-N	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1
Vinorelbine		0.87	PMID30115648	GBABOYUKABKIAF-IELIFDKJSA-N	CCC1=C[C@@H]2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC
Vinpocetine		0.02	PMID30115648	DDNCQMVWWZOMLN-IRLDBZIGSA-N	[C@@H]12c3n4c5c(c3CCN2CCC[C@]1(C=C4C(=O)OCC)CC)cccc5
Vismodegib		0.01	PMID30115648	BPQMGSKTAYIVFO-UHFFFAOYSA-N	n1ccccc1c1c(ccc(c1)NC(=O)c1c(cc(cc1)S(=O)(=O)C)Cl)Cl
Vorapaxar		0.01	PMID30115648	ZBGXUVOIWDMMJE-QHNZEKIYSA-N	CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=C\c4ccc(cn4)c5cccc(F)c5
Voriconazole		0.42	PMID30115648	BCEHBSKCWLPMDN-MGPLVRAMSA-N	C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F
Vorinostat		0.29	PMID30115648	WAEXFXRVDQXREF-UHFFFAOYSA-N	ONC(=O)CCCCCCC(=O)Nc1ccccc1
Vortioxetine		0.02	PMID30115648	YQNWZWMKLDQSAC-UHFFFAOYSA-N	CC1=CC=C(SC2=C(C=CC=C2)N2CCNCC2)C(C)=C1
Warfarin		0.0149999999999999	PMID30115648	PJVWKTKQMONHTI-UHFFFAOYSA-N	CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3
Xamoterol		0.97	PMID30115648	DXPOSRCHIDYWHW-UHFFFAOYSA-N	OC(CNCCNC(=O)N1CCOCC1)COc2ccc(O)cc2
XK469R		0.00359999999999999	PMID30115648	NUQZXROIVGBRGR-UHFFFAOYSA-N	CC(C(=O)O)Oc1ccc(cc1)Oc2cnc3ccc(cc3n2)Cl
XR5000		0.03	PMID30115648	XBGNERSKEKDZDS-UHFFFAOYSA-N	CN(C)CCNC(=O)c1cccc2c1nc3ccccc3c2
Yohimbine		0.2	PMID30115648	BLGXFZZNTVWLAY-UROMYXJWSA-N	c12[C@H]3[N@@](C[C@@H]4CC[C@@H]([C@@H]([C@@H]4C3)C(OC)=O)O)CCc1c1ccccc1[nH]2
Zalcitabine		0.96	PMID30115648	WREGKURFCTUGRC-POYBYMJQSA-N	NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2
Zaleplon		0.4	PMID30115648	HUNXMJYCHXQEGX-UHFFFAOYSA-N	CCN(C(=O)C)c1cccc(c1)c2ccnc3c(cnn23)C#N
Zanamivir		0.86	PMID30115648	ARAIBEBZBOPLMB-UFGQHTETSA-N	CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O
ZD-9331		0.01	PMID30115648	IEJSCSAMMLUINT-NRFANRHFSA-N	n1c(=O)c2cc(CN(c3ccc(C(=O)N[C@@H](CCc4nnn[nH]4)C(=O)O)c(c3)F)CC#C)c(C)cc2[nH]c1C
Ziconotide		0.5	PMID30115648	BPKIMPVREBSLAJ-DIIURTAGSA-N	S1SC[C@@H]2NC([C@@H](CCCCN)NC([C@@H](NC(CNC([C@@H](NC(CNC([C@@H](NC([C@@H](CSSC[C@@H]3NC([C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC2=O)CO)=O)CCCNC(=N)N)=O)CC(C)C)=O)CCSC)=O)Cc2ccc(cc2)O)CC(O)=O)CSSC[C@@H](NC([C@@H](NC(CNC([C@@H](NC([C@@H](NC([C@@H](C1)NC([C@@H](NC(CNC(=O)[C@@H]([C@@H](C)O)NC3=O)=O)CO)=O)=O)CCCNC(=N)N)=O)CO)=O)=O)CCCCN)=O)C(=O)N)=O)N)=O)CCCCN)=O)=O)CCCCN)=O)=O)C)=O)=O
Zidovudine		0.8	PMID30115648	HBOMLICNUCNMMY-XLPZGREQSA-N	CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
Zimelidine		0.0859999999999999	PMID30115648	OYPPVKRFBIWMSX-CXUHLZMHSA-N	C(\c1ccc(Br)cc1)(c1cccnc1)=C\CN(C)C
Ziprasidone		0.00119999999999999	PMID30115648	MVWVFYHBGMAFLY-UHFFFAOYSA-N	Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45
Ziracin		0.04	PMID30115648	UPADRKHAIMTUCC-BKNYCYOBSA-N	[H]Oc1cc(C)c(C(=O)O[C@H]2CO[C@]3(C4[C@H]2OCO4)O[C@@H]2CO[C@@H]([C@@H]([C@H]2O3)O[H])O[C@@H]2[C@H]([C@@H]([C@H]([C@H](COC)O2)O[C@H]2[C@@H]([C@H]([C@H]([C@@H](C)O2)OC)O[C@@H]2[C@@H]([C@]3(C)[C@H]([C@@H](C)O2)O[C@]2(C[C@H]([C@@H]([C@@H](C)O2)O[C@@H]2C[C@@H]([C@H]([C@H](C)O2)OC(c2c(C)c(c(c(c2OC)[Cl])O[H])[Cl])=O)O[C@H]2C[C@](C)([C@H]([C@@H](C)O2)OC)[N+]([O-])=O)O[H])O3)O[H])O[H])O[H])OC)c(c1)O[H]
Zoledronic Acid		0.78	PMID30115648	XRASPMIURGNCCH-UHFFFAOYSA-N	OC(Cn1ccnc1)(P(=O)(O)O)P(=O)(O)O
Zolmitriptan		0.75	PMID30115648	ULSDMUVEXKOYBU-ZDUSSCGKSA-N	CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
Zolpidem		0.08	PMID30115648	ZAFYATHCZYHLPB-UHFFFAOYSA-N	CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3
Zoniporide		0.34	PMID30115648	GDXBRVCQGGKXJY-UHFFFAOYSA-N	C(=O)(NC(=N)N)c1c(n(nc1)c1c2c(ccc1)nccc2)C1CC1
Zopiclone		0.2	PMID30115648	GBBSUAFBMRNDJC-UHFFFAOYSA-N	CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4
Zotarolimus		0.26	PMID30115648	CGTADGCBEXYWNE-JUKNQOCSSA-N	CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@@H]1n5cnnn5
